grad_norm,loss,loss_q3,mse,mse_q3,samples,step,vb,vb_q3
5.572829715028733,1.0131853818893433,1.0131853818893433,1.00117826461792,1.00117826461792,1,0,0.012007089331746101,0.012007089331746101
