grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
1.07830829138344,0.004668608490886216,0.022314410464157566,0.0008393839828051183,0.00017424741743139534,4.378461216542598e-05,0.002374025965477095,0.010588999273470387,0.0008331657391911567,0.00017267208551691675,4.3237793614670995e-05,2560128,20000,0.002294582432664596,0.011725411532027535,6.218243228024798e-06,1.5753339737605554e-06,5.468184558631334e-07
0.8536196854519325,0.002537811222014411,0.008899498941723219,0.0008301388620820482,0.00016877097049058365,4.141428747846403e-05,0.002075069641279313,0.007048032864276602,0.0008239816741038811,0.00016725486844752064,4.0898540394429306e-05,2561408,20010,0.00046274156344901213,0.0018514660799671284,6.157189286978166e-06,1.516102022597531e-06,5.157470952352748e-07
0.5486324479723595,0.0032055358017188213,0.012116065658307792,0.0008188836456775497,0.00017658210699025986,3.745294370647272e-05,0.0024349987266376926,0.00891628957241862,0.0008128243084159902,0.00017500633492753987,3.6983476042479675e-05,2562688,20020,0.0007705370850257354,0.0031997760165480517,6.05933985935675e-06,1.5757724833426573e-06,4.69467656241698e-07
0.45804179192133654,0.0022042238118669213,0.007680639395670307,0.0008172270540482854,0.00017859991394506255,3.55661147770539e-05,0.0020655629120148256,0.007123082218998188,0.0008111700586277533,0.00017701472556945605,3.512269383832292e-05,2563968,20030,0.00013866092446739064,0.0005575571492710542,6.056994159328379e-06,1.5851883638690644e-06,4.4342098666676476e-07
0.4332020144593688,0.0020010350070247362,0.006990839748356775,0.0007877796699967888,0.00017498396566157203,3.5327026959947535e-05,0.001861963849430474,0.006434847045636083,0.0007819551431585884,0.00017343552498578387,3.4888557492261355e-05,2565248,20040,0.0001390711445232658,0.0005559926834512922,5.824526135127604e-06,1.5484408858615766e-06,4.384695053778725e-07
0.4785998405179193,0.002218145629644585,0.00786640334575039,0.0007564224071586337,0.00016188305327399094,3.376400157908267e-05,0.0019163682809831741,0.006636413856393582,0.000750844494071767,0.00016043494777965488,3.3341928312687915e-05,2566528,20050,0.00030177729805431157,0.0012299894989036648,5.577915179588216e-06,1.448105677343668e-06,4.2207321964504994e-07
0.5026887920530503,0.002431890640773899,0.009268902939168626,0.0007869609076411818,0.00017909743681360587,3.77467117492948e-05,0.002035117342625439,0.007571079129086429,0.0007811244776610709,0.00017750729031701008,3.727514601129171e-05,2567808,20060,0.00039677334077294426,0.0016978238721618295,5.836430731767929e-06,1.5901468396134035e-06,4.7156577084398626e-07
0.4103614104255878,0.0027322094349840034,0.010174039711680318,0.0007741903089837405,0.00017125262259950807,3.509253075472151e-05,0.0023143598335752234,0.008429094727081166,0.0007684622357462823,0.00016971602649124075,3.465786403760448e-05,2569088,20070,0.00041784961369175017,0.0017449450114466677,5.728074812397222e-06,1.5365963030396476e-06,4.346667685511775e-07
0.4450921341743229,0.002760257042437413,0.010571462276668967,0.0008547832746444331,0.00017202120644372712,3.534202247872022e-05,0.002142489999440792,0.007924903366521822,0.0008484616395435302,0.00017048666664012228,3.4899985938576894e-05,2570368,20080,0.0006177670359908171,0.0026465589579515473,6.321636704242907e-06,1.5345397976257085e-06,4.4203650611208177e-07
0.36321997413359686,0.0023717821581062514,0.008590568448775093,0.0007314386814068175,0.00018018769744492218,3.3252728756967274e-05,0.0020213599409639993,0.0071666887715960345,0.0007260311487888395,0.00017858590010196547,3.283732174133347e-05,2571648,20090,0.0003504221908363096,0.0014238796740224072,5.407532646145167e-06,1.6017979360508794e-06,4.1540696784183984e-07
0.663430879797248,0.0025276119989652394,0.009719990072325895,0.000776700771853535,0.00015379845632802855,3.851767293159166e-05,0.001910173931192779,0.007064090050453047,0.0007709673710725461,0.00015240668060234006,3.803878654619904e-05,2572928,20100,0.0006174380577641315,0.002655900032724784,5.733401552254416e-06,1.3917753257092488e-06,4.788863966532704e-07
0.43690096579878723,0.0023982786213501183,0.00873636948020918,0.0008099409496502457,0.00017995513942502102,3.539601020687956e-05,0.0018901523698954602,0.00664242525183163,0.0008039527212444925,0.0001783699927759228,3.495325221903936e-05,2574208,20110,0.0005081262692248112,0.002093944289201791,5.988230513020474e-06,1.585146378156593e-06,4.427579506302425e-07
0.5894597471630798,0.002515679600697982,0.009635525067330786,0.0008177994042748208,0.00017191429208517263,3.558712758184321e-05,0.0020067283310039024,0.007441771604804811,0.0008117732732846209,0.0001703820783584426,3.514306384693977e-05,2575488,20120,0.000508951308004749,0.002193753487009751,6.02613234960315e-06,1.5322140045765242e-06,4.440636940199301e-07
0.584547771558096,0.0023017162962979025,0.00839496374334859,0.0007416766323169483,0.00016043238457316898,3.514868565965328e-05,0.0021075846205732044,0.0076195621333847085,0.0007362046861799619,0.00015899052197992228,3.470868715138248e-05,2576768,20130,0.0001941316797821234,0.0007754015846509873,5.471948569568441e-06,1.4418625714769606e-06,4.399984386631998e-07
0.40311307724200457,0.0023337370673528466,0.008964837906447042,0.0007971060982297338,0.000164505334863644,3.396018708828202e-05,0.002032879242975279,0.007667406275105027,0.0007911990438255349,0.00016303007668915756,3.3535132278268535e-05,2578048,20140,0.00030085779037204035,0.0012974316934530378,5.907055402830241e-06,1.4752582112522604e-06,4.250547446516783e-07
0.505354995733351,0.002355050261279473,0.008082898128564211,0.000832786133018523,0.00016718301181258127,3.37807308288913e-05,0.0020145820184935517,0.006753465308829834,0.0008266281091118113,0.00016568767188044885,3.3359522561274556e-05,2579328,20150,0.00034046822053620737,0.001329432799359533,6.1580251078896225e-06,1.4953396588962343e-06,4.212083783804963e-07
0.640804654412286,0.002846591361594618,0.010719138405275492,0.0008251007759628568,0.00017260299464035288,3.3993960964779306e-05,0.002205041207650392,0.008037250727702987,0.0008189787027078555,0.00017107323368907977,3.3570288979032664e-05,2580608,20160,0.0006415501901660471,0.002681887727257586,6.122073022567321e-06,1.5297613008036e-06,4.2367191877138915e-07
0.6564537608359783,0.0021691578706897995,0.007238502262088547,0.0008467159873152231,0.00019136901191576313,3.622833355620969e-05,0.0019773035249511994,0.0065862125969635196,0.000840460803010501,0.0001896801382363444,3.577074710813546e-05,2581888,20170,0.0001918543501328952,0.0006522896646422922,6.255187150740163e-06,1.6888727948165008e-06,4.575863603090761e-07
0.7735641937761563,0.0023222486339938425,0.008684570585380521,0.0007979703525626595,0.00016622996501215536,4.142501161843381e-05,0.0020097366657098876,0.007354607095250192,0.0007920781625599418,0.00016474323023518448,4.0911168665599033e-05,2583168,20180,0.00031251195221192293,0.0013299634501464188,5.892191298896345e-06,1.4867348177204001e-06,5.138429242857555e-07
0.5937228206128988,0.0027904289985599445,0.01056471628635635,0.0008319356531956144,0.00016176515788726277,3.509825116317964e-05,0.0022708405833231824,0.008350665951739358,0.0008257802387561248,0.00016031542875683075,3.4660543265707977e-05,2584448,20190,0.000519588409332229,0.0022140504012817643,6.155414511965772e-06,1.4497291445152486e-06,4.377080705458631e-07
0.4454944341380564,0.0019362602703231941,0.007704578154977791,0.0008281510662771588,0.00016829714354975127,3.483471057210633e-05,0.001778826255012015,0.006978524434191677,0.0008220137640863665,0.00016679298422404704,3.439821100597111e-05,2585728,20200,0.00015743400875129794,0.0007260537336519459,6.137301731192431e-06,1.5041589179616012e-06,4.3649953461295574e-07
0.8539789544931586,0.0022859540224185624,0.007890562637047719,0.0008203920191380351,0.00018165060014596748,4.016313987195968e-05,0.001953376579331236,0.006566223708242807,0.0008143406597710582,0.00018003963483376076,3.966559472454817e-05,2587008,20210,0.00033257747735956976,0.0013243389810659934,6.051359776110957e-06,1.6109647794880252e-06,4.975449745935479e-07
0.7245838130611398,0.0033067414038477605,0.012350541926757346,0.0008000348231096086,0.0001806452084728778,4.103683217402545e-05,0.0022660746701914903,0.008084069994695301,0.0007941266530089524,0.0001790415038111605,4.0525467984507174e-05,2588288,20220,0.0010406667743208546,0.0042664719164184324,5.90817047439399e-06,1.6037047188341624e-06,5.113640498133144e-07
