grad_norm,loss,loss_q0,mse,mse_q0,samples,step,loss_q1,loss_q2,loss_q3,mse_q1,mse_q2,mse_q3
0.1628055609446394,0.014101371073542417,0.04468947310486567,0.014101371073542417,0.04468947310486567,26001,26000,0.011124655757778032,0.002727041491518604,0.0008066338303023188,0.011124655757778032,0.002727041491518604,0.0008066338303023188
0.16686076751720927,0.01442241286282661,0.04720072240895061,0.01442241286282661,0.04720072240895061,27001,27000,0.01051916861465073,0.002704855985939507,0.0008325445617384158,0.01051916861465073,0.002704855985939507,0.0008325445617384158
0.16366570903647737,0.01435220037607359,0.041519722629051965,0.01435220037607359,0.041519722629051965,28001,28000,0.011219872924699335,0.002776991732669279,0.0008236392484582781,0.011219872924699335,0.002776991732669279,0.0008236392484582781
0.16776538159942297,0.014309837976383273,0.04344577898812151,0.014309837976383273,0.04344577898812151,29001,29000,0.010725614197261408,0.0029761821155095086,0.0008440889656707548,0.010725614197261408,0.0029761821155095086,0.0008440889656707548
0.16139312987968024,0.014447019281884417,0.044288655838711916,0.014447019281884417,0.044288655838711916,30001,30000,0.0099402551877727,0.0027048796508461243,0.0007721571709994867,0.0099402551877727,0.0027048796508461243,0.0007721571709994867
0.16327829511169156,0.01539371722428773,0.04575303892199771,0.01539371722428773,0.04575303892199771,31001,31000,0.010319452446092631,0.0026932961022270133,0.0008132902346730915,0.010319452446092631,0.0026932961022270133,0.0008132902346730915
0.16086483482090078,0.015201287267613267,0.04825096530644965,0.015201287267613267,0.04825096530644965,32001,32000,0.010576088236175707,0.002728790178419634,0.0007888527283463263,0.010576088236175707,0.002728790178419634,0.0007888527283463263
0.1621750819311669,0.01622580008579826,0.04968953425510566,0.01622580008579826,0.04968953425510566,33001,33000,0.009957875587977469,0.0026664276329381757,0.0007673969417745484,0.009957875587977469,0.0026664276329381757,0.0007673969417745484
0.15335072599225327,0.014112534034851716,0.04288372398918886,0.014112534034851716,0.04288372398918886,34001,34000,0.010100093568839574,0.0027458665573522776,0.0007339189135236669,0.010100093568839574,0.0027458665573522776,0.0007339189135236669
0.1578657424082146,0.014785341261274856,0.04588065094748634,0.014785341261274856,0.04588065094748634,35001,35000,0.010539206140777212,0.002668625170049531,0.0007849599902448409,0.010539206140777212,0.002668625170049531,0.0007849599902448409
0.15879136570458285,0.014635612348647572,0.040516822815618726,0.014635612348647572,0.040516822815618726,36001,36000,0.010930562844287945,0.0026396903896289048,0.0007854803816665093,0.010930562844287945,0.0026396903896289048,0.0007854803816665093
0.15421714440784762,0.013275299062443098,0.04418069080673848,0.013275299062443098,0.04418069080673848,37001,37000,0.010350998713607515,0.0027307347868597556,0.0007976503981614904,0.010350998713607515,0.0027307347868597556,0.0007976503981614904
0.15969099709228407,0.016030541182408323,0.048838044845548816,0.016030541182408323,0.048838044845548816,38001,38000,0.01000115436301389,0.002570256924477915,0.0008077616314646251,0.01000115436301389,0.002570256924477915,0.0008077616314646251
0.15223532914110124,0.016135364866960992,0.048130286297984055,0.016135364866960992,0.048130286297984055,39001,39000,0.010265497878814733,0.002676097613935971,0.0007252048269977228,0.010265497878814733,0.002676097613935971,0.0007252048269977228
0.1425339890756968,0.01206621469298261,0.03842630816853324,0.01206621469298261,0.03842630816853324,40001,40000,0.01018555458792817,0.0024807536639969824,0.0006911947242219706,0.01018555458792817,0.0024807536639969824,0.0006911947242219706
0.1474274544178993,0.012999453604672475,0.044160612169209704,0.012999453604672475,0.044160612169209704,41001,41000,0.010018123910258863,0.0026879258130880312,0.0007122672160149259,0.010018123910258863,0.0026879258130880312,0.0007122672160149259
0.1502418668386109,0.016043480041713336,0.05209636588530669,0.016043480041713336,0.05209636588530669,42001,42000,0.010416453233010981,0.0027144575016755696,0.0007175471894916986,0.010416453233010981,0.0027144575016755696,0.0007175471894916986
0.14727247259759585,0.014094791976051029,0.04274402980692688,0.014094791976051029,0.04274402980692688,43001,43000,0.010150354843148418,0.0025342061466429953,0.0006874486859119993,0.010150354843148418,0.0025342061466429953,0.0006874486859119993
0.14544646472954922,0.013592208683505297,0.04312947920213146,0.013592208683505297,0.04312947920213146,44001,44000,0.010835692246691288,0.002503605039981752,0.0006908756352560087,0.010835692246691288,0.002503605039981752,0.0006908756352560087
0.14523842270287723,0.015482429491210495,0.04510808853274454,0.015482429491210495,0.04510808853274454,45001,45000,0.010199369001106079,0.0025853092478253146,0.0006935535900758562,0.010199369001106079,0.0025853092478253146,0.0006935535900758562
0.14081794971907755,0.015096297652809905,0.04438269184365011,0.015096297652809905,0.04438269184365011,46001,46000,0.010188920517710394,0.002535296233232926,0.0006679666678592426,0.010188920517710394,0.002535296233232926,0.0006679666678592426
0.14506021915115672,0.01422656085956261,0.04173326820023076,0.01422656085956261,0.04173326820023076,47001,47000,0.009331980435486853,0.0025169280177124178,0.0007626786935133093,0.009331980435486853,0.0025169280177124178,0.0007626786935133093
0.14317229532093614,0.0131772183609719,0.0405257106508505,0.0131772183609719,0.0405257106508505,48001,48000,0.010216661165373364,0.0027816606294155544,0.0006839920715856178,0.010216661165373364,0.0027816606294155544,0.0006839920715856178
0.14132780329094285,0.014934426114283266,0.044598948739066335,0.014934426114283266,0.044598948739066335,49001,49000,0.010310403036094642,0.0025720939223947063,0.0006973407241363722,0.010310403036094642,0.0025720939223947063,0.0006973407241363722
0.13615190008236158,0.013755241356513608,0.04049780923016071,0.013755241356513608,0.04049780923016071,50001,50000,0.010318535297988448,0.002514694035248158,0.0006639641804504207,0.010318535297988448,0.002514694035248158,0.0006639641804504207
0.13817597066994936,0.014575464820838553,0.04638829809515092,0.014575464820838553,0.04638829809515092,51001,51000,0.009574630778903758,0.002671696013292651,0.0006980787045847814,0.009574630778903758,0.002671696013292651,0.0006980787045847814
0.13621671351116332,0.014838041760987807,0.04414443102286347,0.014838041760987807,0.04414443102286347,52001,52000,0.009864299047558766,0.0025462745279697203,0.000655768381316686,0.009864299047558766,0.0025462745279697203,0.000655768381316686
0.13110211588879597,0.013124840342003152,0.04074812422563533,0.013124840342003152,0.04074812422563533,53001,53000,0.009956703901503086,0.0024576779948055336,0.0006515525564121649,0.009956703901503086,0.0024576779948055336,0.0006515525564121649
0.1345581446231942,0.014022886486578512,0.04434153113583739,0.014022886486578512,0.04434153113583739,54001,54000,0.010278436740469412,0.002470937129445169,0.0006909934401141514,0.010278436740469412,0.002470937129445169,0.0006909934401141514
0.12946914334348222,0.011924726879675282,0.03746008863267688,0.011924726879675282,0.03746008863267688,55001,55000,0.009558524069937216,0.00247567684223747,0.0006716755199363872,0.009558524069937216,0.00247567684223747,0.0006716755199363872
0.13010357470142836,0.012576124723273083,0.040556085773731654,0.012576124723273083,0.040556085773731654,56001,56000,0.009723448604609254,0.0025044806527467368,0.0006544371231113701,0.009723448604609254,0.0025044806527467368,0.0006544371231113701
0.1334480482043249,0.014864545326316137,0.04541199669256463,0.014864545326316137,0.04541199669256463,57001,57000,0.009681180108427277,0.0025903987160955507,0.0006513808278381185,0.009681180108427277,0.0025903987160955507,0.0006513808278381185
0.13154032545016092,0.014184067919472004,0.043091432035592674,0.014184067919472004,0.043091432035592674,58001,58000,0.009969294272861853,0.0026434383103750305,0.000649412021749233,0.009969294272861853,0.0026434383103750305,0.000649412021749233
0.1291942019767973,0.014542999963843603,0.04301471678547201,0.014542999963843603,0.04301471678547201,59001,59000,0.009920255577960896,0.0025192351095620676,0.0006561249367044442,0.009920255577960896,0.0025192351095620676,0.0006561249367044442
0.12957735897079584,0.014966287761228169,0.04559891154058279,0.014966287761228169,0.04559891154058279,60001,60000,0.010083197772095652,0.0025567255839725194,0.0006381296163840976,0.010083197772095652,0.0025567255839725194,0.0006381296163840976
0.1255912285179078,0.013179533765447568,0.043241043284323905,0.013179533765447568,0.043241043284323905,61001,61000,0.010054610977827227,0.002485004043698596,0.0006316171876618713,0.010054610977827227,0.002485004043698596,0.0006316171876618713
0.12532218155730016,0.014092276224007955,0.045250439154915535,0.014092276224007955,0.045250439154915535,62001,62000,0.0099361412307373,0.0026752230262907257,0.0006084370660914827,0.0099361412307373,0.0026752230262907257,0.0006084370660914827
0.1262256194532271,0.013511521260603322,0.042760272127089466,0.013511521260603322,0.042760272127089466,63001,63000,0.009776829838579113,0.0023800046897438716,0.0006600887561123071,0.009776829838579113,0.0023800046897438716,0.0006600887561123071
0.1261176904412947,0.014447116582203302,0.04327207162546423,0.014447116582203302,0.04327207162546423,64001,64000,0.010055089527092685,0.0025719250695565555,0.0006581538810095087,0.010055089527092685,0.0025719250695565555,0.0006581538810095087
0.12419807634649624,0.013232784676889426,0.04239934834617159,0.013232784676889426,0.04239934834617159,65001,65000,0.009721640986931875,0.0025247102322313807,0.000642849985647655,0.009721640986931875,0.0025247102322313807,0.000642849985647655
0.1257063323351039,0.013476561176677934,0.0445973817858637,0.013476561176677934,0.0445973817858637,66001,66000,0.009329765831474908,0.0026528042220661484,0.0006486739191185576,0.009329765831474908,0.0026528042220661484,0.0006486739191185576
0.1232459924061357,0.01357254082604776,0.04176067800340262,0.01357254082604776,0.04176067800340262,67001,67000,0.009782128515765978,0.0026517647506860906,0.0006219419034896425,0.009782128515765978,0.0026517647506860906,0.0006219419034896425
0.12429722025756114,0.014562641398850232,0.04314734642572987,0.014562641398850232,0.04314734642572987,68001,68000,0.009928257173369724,0.0025079370374022822,0.0006085911263653546,0.009928257173369724,0.0025079370374022822,0.0006085911263653546
0.11979749518157834,0.013586118734267072,0.040759009615767984,0.013586118734267072,0.040759009615767984,69001,69000,0.010044140378114113,0.0026020812929272367,0.0005846148030326256,0.010044140378114113,0.0026020812929272367,0.0005846148030326256
0.11891335577907093,0.014076716041803614,0.044189572422439406,0.014076716041803614,0.044189572422439406,70001,70000,0.010080662838128564,0.0025503017575829266,0.0005954522809470508,0.010080662838128564,0.0025503017575829266,0.0005954522809470508
0.11585755996375363,0.013937897658586725,0.04163846443936404,0.013937897658586725,0.04163846443936404,71001,71000,0.009223382835975878,0.002440427005961379,0.0005944057708799107,0.009223382835975878,0.002440427005961379,0.0005944057708799107
0.11554695068185367,0.013074456099580875,0.04193552015191417,0.013074456099580875,0.04193552015191417,72001,72000,0.009531162722910541,0.0025284163407311554,0.000595455006478305,0.009531162722910541,0.0025284163407311554,0.000595455006478305
0.1152501363826669,0.01376025197215491,0.039624622920458485,0.01376025197215491,0.039624622920458485,73001,73000,0.010024118670163314,0.0025809449740798233,0.0005501510551655482,0.010024118670163314,0.0025809449740798233,0.0005501510551655482
0.117286666496871,0.014275026258808781,0.0414766952500872,0.014275026258808781,0.0414766952500872,74001,74000,0.009939599339943752,0.002541286477157917,0.0006380568074746404,0.009939599339943752,0.002541286477157917,0.0006380568074746404
0.11270691558575836,0.013497204583312838,0.04206757147311862,0.013497204583312838,0.04206757147311862,75001,75000,0.009310951883437118,0.0024036754663680137,0.0005916480027807939,0.009310951883437118,0.0024036754663680137,0.0005916480027807939
0.11508569629867979,0.013700660806600345,0.044382716091878424,0.013700660806600345,0.044382716091878424,76001,76000,0.009964817057652264,0.002308831472934492,0.000618992808431873,0.009964817057652264,0.002308831472934492,0.000618992808431873
0.11914175775522638,0.015100458468659794,0.04216819258518649,0.015100458468659794,0.04216819258518649,77001,77000,0.009974080893140629,0.0026054379129867166,0.0006443342671414495,0.009974080893140629,0.0026054379129867166,0.0006443342671414495
0.11093673219755755,0.012833634670925695,0.041663454205263434,0.012833634670925695,0.041663454205263434,78001,78000,0.00969648127793333,0.0026011174223111327,0.000590429835972588,0.00969648127793333,0.0026011174223111327,0.000590429835972588
0.11001766078505162,0.01373608401304229,0.04109895575618995,0.01373608401304229,0.04109895575618995,79001,79000,0.009685031829341773,0.002300841362140993,0.0006033290986936779,0.009685031829341773,0.002300841362140993,0.0006033290986936779
0.10819467749759312,0.013318220324377746,0.04182762220701195,0.013318220324377746,0.04182762220701195,80001,80000,0.009825923625612623,0.0023877059634070876,0.0005934132591792704,0.009825923625612623,0.0023877059634070876,0.0005934132591792704
0.1110928002225417,0.014778955335495995,0.04773911893823921,0.014778955335495995,0.04773911893823921,81001,81000,0.009393234166343961,0.00263851972950551,0.0005932542976552218,0.009393234166343961,0.00263851972950551,0.0005932542976552218
0.10709026845175756,0.01268032563004817,0.03977005842786572,0.01268032563004817,0.03977005842786572,82001,82000,0.009641678776236218,0.0024482067617268666,0.0006060606943505432,0.009641678776236218,0.0024482067617268666,0.0006060606943505432
0.10751755807987912,0.01356133024167501,0.0418609452777003,0.01356133024167501,0.0418609452777003,83001,83000,0.010284387185925344,0.002264049250705405,0.0005906090077708615,0.010284387185925344,0.002264049250705405,0.0005906090077708615
0.10693444070385173,0.014265549693227506,0.043265147256450025,0.014265549693227506,0.043265147256450025,84001,84000,0.009180045993317187,0.002500563984636475,0.0005773441611851129,0.009180045993317187,0.002500563984636475,0.0005773441611851129
0.10751487057596114,0.014034001889085632,0.042093026007680265,0.014034001889085632,0.042093026007680265,85001,85000,0.00991703304910259,0.0024349281549976903,0.0005998816233326819,0.00991703304910259,0.0024349281549976903,0.0005998816233326819
0.10728911490382477,0.014374130017953587,0.04357771521790712,0.014374130017953587,0.04357771521790712,86001,86000,0.009808672012761229,0.0025062092243746145,0.0005796768249378409,0.009808672012761229,0.0025062092243746145,0.0005796768249378409
0.1048928988310007,0.01398084512619243,0.0416870759924966,0.01398084512619243,0.0416870759924966,87001,87000,0.009510733757492314,0.0025987175552622454,0.0005312587978551167,0.009510733757492314,0.0025987175552622454,0.0005312587978551167
0.10370641271374001,0.01369661197127425,0.04254923775768933,0.01369661197127425,0.04254923775768933,88001,88000,0.010298214717066934,0.002493825649008544,0.0006137269854488085,0.010298214717066934,0.002493825649008544,0.0006137269854488085
0.10291760876771316,0.013350022285565524,0.03976512722405985,0.013350022285565524,0.03976512722405985,89001,89000,0.010006610200636916,0.002499374871836097,0.000559659027864902,0.010006610200636916,0.002499374871836097,0.000559659027864902
0.10603230498497719,0.015079431430640394,0.04236846717797036,0.015079431430640394,0.04236846717797036,90001,90000,0.01023663450222539,0.0023520838604202824,0.0005844813043033466,0.01023663450222539,0.0023520838604202824,0.0005844813043033466
0.09879273382553562,0.01271990004890538,0.039000387539167014,0.01271990004890538,0.039000387539167014,91001,91000,0.009312032844429947,0.002287114413638277,0.0005455780552479723,0.009312032844429947,0.002287114413638277,0.0005455780552479723
0.09950958680322933,0.012825131473669898,0.041457817096101225,0.012825131473669898,0.041457817096101225,92001,92000,0.010026643873192381,0.0023083479501240455,0.0005701464468074847,0.010026643873192381,0.0023083479501240455,0.0005701464468074847
0.10252354937139566,0.014658293895685367,0.042627119137230364,0.014658293895685367,0.042627119137230364,93001,93000,0.009797474604122603,0.0025768580557358604,0.0005952885623022059,0.009797474604122603,0.0025768580557358604,0.0005952885623022059
0.10500980356560205,0.015417560736153973,0.04377687039808454,0.015417560736153973,0.04377687039808454,94001,94000,0.009876332755376353,0.002383171252486314,0.0006308680627449989,0.009876332755376353,0.002383171252486314,0.0006308680627449989
0.09657327915617026,0.013656736187287598,0.043649221424600794,0.013656736187287598,0.043649221424600794,95001,95000,0.009384543740190581,0.002497233014624076,0.0005302095903106594,0.009384543740190581,0.002497233014624076,0.0005302095903106594
0.09605360039521149,0.012871885458094744,0.03721318065663407,0.012871885458094744,0.03721318065663407,96001,96000,0.00992432234706633,0.00250562160069404,0.0006041822205680789,0.00992432234706633,0.00250562160069404,0.0006041822205680789
0.09621350259172302,0.01337787641536853,0.040788340847939294,0.01337787641536853,0.040788340847939294,97001,97000,0.010033985628866034,0.0025896564406181558,0.0005828086961243358,0.010033985628866034,0.0025896564406181558,0.0005828086961243358
0.09817994065106311,0.01467369627882729,0.04807422131998462,0.01467369627882729,0.04807422131998462,98001,98000,0.009491571101962642,0.002397328076156308,0.0005429529921545847,0.009491571101962642,0.002397328076156308,0.0005429529921545847
0.09613739921179579,0.01392713729587557,0.04339247354824517,0.01392713729587557,0.04339247354824517,99001,99000,0.009874049588998264,0.002664459723307099,0.0005528586342055827,0.009874049588998264,0.002664459723307099,0.0005528586342055827
0.09126861680649376,0.013159464657437623,0.03955876380426893,0.013159464657437623,0.03955876380426893,100001,100000,0.0095954937292043,0.0023974238424775214,0.0005399815724778253,0.0095954937292043,0.0023974238424775214,0.0005399815724778253
0.09726886608199534,0.01359455472254195,0.04282733880853678,0.01359455472254195,0.04282733880853678,101001,101000,0.00971523882557836,0.002469208244785324,0.0005915498481867154,0.00971523882557836,0.002469208244785324,0.0005915498481867154
0.09274126070852366,0.013461545320213196,0.041940106542743064,0.013461545320213196,0.041940106542743064,102001,102000,0.009839407872569601,0.002484498852819978,0.0005540522599573013,0.009839407872569601,0.002484498852819978,0.0005540522599573013
0.08929755995816278,0.01276858486003769,0.04180290278223954,0.01276858486003769,0.04180290278223954,103001,103000,0.009598173342374516,0.002638917289726825,0.000527570790551109,0.009598173342374516,0.002638917289726825,0.000527570790551109
0.09032076284121342,0.013508180763426931,0.03910490063329539,0.013508180763426931,0.03910490063329539,104001,104000,0.009830717976643305,0.0024515687564417056,0.000545431036666474,0.009830717976643305,0.0024515687564417056,0.000545431036666474
0.09064700553212372,0.01350407333165641,0.043307164409671396,0.01350407333165641,0.043307164409671396,105001,105000,0.010018698956137386,0.002408045189554283,0.0005562922871149572,0.010018698956137386,0.002408045189554283,0.0005562922871149572
0.09189446100036286,0.01353544147856883,0.03932998647365917,0.01353544147856883,0.03932998647365917,106001,106000,0.010175571278417748,0.0024752013955059307,0.0005701265043877682,0.010175571278417748,0.0024752013955059307,0.0005701265043877682
0.08856893009979444,0.013949311837786808,0.03798643467700355,0.013949311837786808,0.03798643467700355,107001,107000,0.009807848490774628,0.0023105407929472637,0.0005409378475545254,0.009807848490774628,0.0023105407929472637,0.0005409378475545254
0.0883010025997894,0.01344060519788765,0.040455178623752905,0.01344060519788765,0.040455178623752905,108001,108000,0.009277115824222424,0.00257295409212375,0.0005705365404082837,0.009277115824222424,0.00257295409212375,0.0005705365404082837
0.08854441635264045,0.01304011161638484,0.038204132416194976,0.01304011161638484,0.038204132416194976,109001,109000,0.009692723380665725,0.0023956621028008635,0.0005153839222711533,0.009692723380665725,0.0023956621028008635,0.0005153839222711533
0.08980406371112584,0.014790215808447093,0.04634592470192299,0.014790215808447093,0.04634592470192299,110001,110000,0.00963370979695907,0.0024347779127767326,0.0005716757904931465,0.00963370979695907,0.0024347779127767326,0.0005716757904931465
0.08606943846675659,0.01364676321909064,0.042960509938378695,0.01364676321909064,0.042960509938378695,111001,111000,0.008896159490306433,0.0024120038285348447,0.0005482889241931262,0.008896159490306433,0.0024120038285348447,0.0005482889241931262
0.0849913334097332,0.01296758920248249,0.04075744652674219,0.01296758920248249,0.04075744652674219,112001,112000,0.009713532868772743,0.002386194764497134,0.0005283872704548799,0.009713532868772743,0.002386194764497134,0.0005283872704548799
0.08420517032116348,0.0124040122511942,0.0394539439504773,0.0124040122511942,0.0394539439504773,113001,113000,0.009490273925265708,0.002360027249966585,0.000562186901259017,0.009490273925265708,0.002360027249966585,0.000562186901259017
0.08394896321474166,0.01342659567264489,0.041424039508995966,0.01342659567264489,0.041424039508995966,114001,114000,0.009860008978195684,0.0022733073779558507,0.000570999098366964,0.009860008978195684,0.0022733073779558507,0.000570999098366964
0.08497617152457304,0.013847958830017907,0.04081980610499157,0.013847958830017907,0.04081980610499157,115001,115000,0.009656834496730353,0.0023108962172324553,0.0005306623859789661,0.009656834496730353,0.0023108962172324553,0.0005306623859789661
0.08116648233512717,0.012689991636369108,0.03842869037647308,0.012689991636369108,0.03842869037647308,116001,116000,0.009677718389638414,0.0024408632556774815,0.00048743867890339165,0.009677718389638414,0.0024408632556774815,0.00048743867890339165
0.07986311417675845,0.012504414153532728,0.04167489024913973,0.012504414153532728,0.04167489024913973,117001,117000,0.009356274961910745,0.002464127710601486,0.0005218840482908855,0.009356274961910745,0.002464127710601486,0.0005218840482908855
0.08441835835491152,0.012808709527642348,0.04250756972449054,0.012808709527642348,0.04250756972449054,118001,118000,0.00980942084851418,0.002413819807466488,0.0005532329469268146,0.00980942084851418,0.002413819807466488,0.0005532329469268146
0.0802180451629955,0.013322355645665095,0.04038779103230557,0.013322355645665095,0.04038779103230557,119001,119000,0.009416685202816598,0.002413670943541528,0.0005227239349205624,0.009416685202816598,0.002413670943541528,0.0005227239349205624
0.07945504332804383,0.012812193192687114,0.04003654177405787,0.012812193192687114,0.04003654177405787,120001,120000,0.009350298436222664,0.0021899312646957844,0.0005152683604468923,0.009350298436222664,0.0021899312646957844,0.0005152683604468923
0.08201254441783033,0.013196686475042952,0.0432408515943421,0.013196686475042952,0.0432408515943421,121001,121000,0.009875025483359333,0.0024566395203927853,0.0005299976626274124,0.009875025483359333,0.0024566395203927853,0.0005299976626274124
0.07874496217197692,0.013527893268197658,0.04228233803893215,0.013527893268197658,0.04228233803893215,122001,122000,0.009528294522055667,0.002381059599610338,0.0005075688392688763,0.009528294522055667,0.002381059599610338,0.0005075688392688763
0.07993905949766182,0.012631534928921623,0.039307791476336396,0.012631534928921623,0.039307791476336396,123001,123000,0.009377298388358662,0.0023507599571792577,0.0005752121698359886,0.009377298388358662,0.0023507599571792577,0.0005752121698359886
0.08547295427685656,0.015000640967948122,0.04400496397208685,0.015000640967948122,0.04400496397208685,124001,124000,0.009907572436679763,0.002487274147922629,0.0005435162713153859,0.009907572436679763,0.002487274147922629,0.0005435162713153859
0.07676930335576991,0.013703722586142244,0.042142244523413724,0.013703722586142244,0.042142244523413724,125001,125000,0.010054626708026536,0.0024502643535866254,0.0005291102935192784,0.010054626708026536,0.0024502643535866254,0.0005291102935192784
0.07988268485085914,0.014290669011272251,0.043087861994563666,0.014290669011272251,0.043087861994563666,126001,126000,0.009691603319207636,0.00252841938987397,0.0005221644889306943,0.009691603319207636,0.00252841938987397,0.0005221644889306943
0.07467162757928877,0.012731911734634211,0.03965567760403312,0.012731911734634211,0.03965567760403312,127001,127000,0.009529163511331491,0.0024613638187498993,0.000505983382273077,0.009529163511331491,0.0024613638187498993,0.000505983382273077
0.07569233959222307,0.012954123294446626,0.0409587705253521,0.012954123294446626,0.0409587705253521,128001,128000,0.009746990750040069,0.00233452573957038,0.0005308419213419388,0.009746990750040069,0.00233452573957038,0.0005308419213419388
